State Code,District Code,Sub-District Code,Sub-District Name (In English)
12,237,1605,Kimin Sdo
12,238,1560,Kitpi Circle
12,233,6130,Koloriang Hq
12,243,6586,Kombo Circle
12,719,6574,Kora Circle
12,235,1727,Koronu Circle
12,719,1648,Koyu Eac
12,230,1721,Kronli (Arzoo Circle)
12,787,6098,Lada Circle
12,239,1694,Laju Sdo
12,678,1733,Lathao Circle
12,666,1689,Lawnu Circle
12,678,1735,Lekang Mahadevpur Circle
12,237,1603,Leporiang Circle
12,238,6555,Lhou Circle
12,719,1640,Likabali Sdo
12,241,1608,Limeking Circle
12,243,1632,Liromoba Eac
12,666,6074,Longding Hq
12,239,6597,Longo Circle
12,238,1557,Lumla Adc
12,229,6578,Lyngok Longtoi Circle
12,628,1737,Manchal Circle
12,229,1673,Manmao Eac
12,240,1666,Mariyang Adc
12,241,6554,Maro Circle
12,232,1656,Mebo Adc
12,725,1622,Mechuka Adc
12,237,1604,Mengio Eac
12,628,1740,Metengliang Circle
12,229,1680,Miao Adc
12,240,1659,Migging Circle
12,230,1717,Mipi
12,725,1623,Monigong Eac
12,240,1667,Mopom Adipasi Circle
12,238,1563,Mukto Circle
12,241,1609,Nacho Sdo
12,787,1568,Nafra Adc
12,237,1596,Naharlagun Eac
12,229,1676,Nampong Sdo
12,678,1732,Namsai Hq
12,232,6115,Namsing Circle
12,229,6580,Namtok Eac
12,719,1651,Nari Adc
12,719,6575,New Seren Circle
12,243,6587,Nikte Kodum Circle
12,241,6552,Nilling Circle
12,233,1706,Nyapin Adc
12,233,6844,Nyobia Circle
12,236,6107,Old Ziro Sdo
12,232,1654,Oyan Circle
12,723,1581,Pakke Kessang Eac
12,231,6848,Pakoti Circle
12,677,1703,Palin Circle
12,240,1660,Palling Circle
12,666,1692,Pangchao Sdo
12,679,1645,Pangin Eac
12,237,1602,Parang Circle
12,235,6841,Parbuk Sdo
12,232,6118,Pasighat Hq
12,723,6846,Passa Valley Circle
12,233,6140,Patuk Adc
12,241,1612,Payeng Circle
12,679,6607,Payum Circle
12,233,1707,Phassang Circle
12,725,6590,Pidi Circle
12,677,1715,Pipsorang Circle
12,231,1587,Pipu Dipu Circle
12,786,6119,Pistana Circle
12,678,6121,Piyong Circle
12,723,6100,Pizirang Veo Circle
12,233,6845,Polosang Circle
12,718,1616,Puchi Geko Circle
12,666,6584,Pumao Circle
12,718,6129,Raga Adc
12,679,1647,Rebo Perging Circle
12,229,6577,Renuk Circle
12,231,6101,Richukrong Circle
12,679,1644,Riga Eac
12,235,1724,Roing Hq
12,232,1653,Ruksin Adc
12,679,1630,Rumgong Adc
12,242,6560,Rupa Sdo
12,237,1601,Sagalee Adc
12,724,6840,Sago
12,237,6600,Sangdupota Basar Nello Circle
12,233,1705,Sangram Sdo
12,233,1712,Sarli Circle
12,231,1591,Sawa Circle
12,241,6553,Segi Gusar Circle
12,723,6104,Seijosa Adc
12,231,1584,Seppa Hq
12,242,6566,Shergaon Circle
12,719,6573,Sibe Circle
12,237,6843,Silsango Circle
12,240,1662,Singa Circle
12,242,1573,Singchung Adc
12,241,1610,Siyum Adc
12,239,1685,Soha Circle
12,234,1728,Sunpura Circle
12,241,6549,Taksing Circle
12,677,1716,Tali Adc
12,241,1611,Taliha Adc
12,677,1711,Tarak Lengdi Cicle
12,237,1595,Taraso Circle
12,725,6589,Tato Eac
12,238,1559,Tawang Hq
12,234,1729,Tezu Hq
12,242,6565,Thembang Circle
12,238,6556,Thingbu Circle
12,242,1575,Thrizino Adc
12,229,6581,Tikhak Rima Putok Circle
12,235,1726,Tinali Paglam Circle
12,724,1635,Tirbin Eac
12,237,1600,Toru Circle
12,240,1658,Tuting Adc
12,229,1679,Vijoynagar Eac
12,666,6012,Wakka Sdo
12,234,1730,Wakro Circle
12,628,1742,Walong Circle
12,786,1697,Yachuli Adc
12,677,1704,Yangte Circle
12,229,6579,Yatdam Circle
12,786,1698,Yazali Circle
12,240,1663,Yingkiong Circle
12,243,1633,Yomcha Adc
12,238,1556,Zemithang Circle
12,236,1695,Ziro Hq
20,341,2752,Adityapur(Gamharia)
20,331,2715,Albert Ekka(Jari)
20,337,2574,Amrapara
20,343,2734,Anandpur
20,339,2686,Angara
20,325,2582,Baghmara-Cum-Katras
20,329,2541,Bagodar
20,327,2614,Baharagora
20,325,2586,Baliapur
20,335,2640,Balumath
20,343,2730,Bandgaon
20,342,2727,Bano
20,342,2726,Bansjor
20,328,2500,Bardiha
20,328,6329,Bargarh
20,340,2567,Barhait
20,340,2572,Barharwa
20,332,2645,Barhi
20,335,2641,Bariyatu
20,332,2657,Barkagaon
20,332,2650,Barkatha
20,335,2636,Barwadih
20,330,2560,Bashant Rai*
20,331,2711,Basia
20,329,2537,Bengabad
20,322,2590,Bermo
20,339,2695,Bero
20,328,2513,Bhandaria
20,336,2603,Bhandra
20,331,2709,Bharno
20,328,2496,Bhawnathpur
20,329,2540,Birni
20,338,2624,Bishrampur
20,332,2652,Bishungarh
20,331,2706,Bishunpur
20,328,2502,Bishunpura
20,330,2557,Boarijor
20,342,2722,Bolba
20,327,2605,Boram
20,340,2566,Borio
20,339,2698,Bundu
20,339,2682,Burmu
20,343,2739,Chaibasa
20,331,2713,Chainpur
20,338,2634,Chainpur
20,343,2731,Chakradharpur
20,327,2613,Chakulia
20,332,2651,Chalkusa
20,322,2596,Chandankiyari
20,341,2748,Chandil
20,322,2589,Chandrapura
20,335,2643,Chandwa
20,334,2530,Chandwara
20,339,2694,Chanho
20,322,2595,Chas
20,323,2518,Chatra
20,332,2644,Chauparan
20,338,2620,Chhatarpur
20,328,2507,Chinia
20,607,2664,Chitarpur
20,332,2658,Churchu
20,332,2659,Dadi
20,328,2510,Danda
20,328,2506,Dandai
20,332,2649,Daru
20,324,2545,Deoghar
20,329,2534,Deori
20,324,2549,Devipur
20,327,2611,Dhalbhumgarh
20,325,2584,Dhanbad-Cum-Kenduadih-Cum-Jagata
20,329,2535,Dhanwar
20,328,2504,Dhurki
20,334,2528,Domchanch
20,607,2663,Dulmi
20,327,2610,Dumaria
20,326,2673,Dumka
20,331,2714,Dumri
20,329,2543,Dumri
20,325,6201,Egarkund
20,606,2705,Erki(Tamar Ii)
20,333,2680,Fatehpur
20,329,2538,Gandey
20,328,2509,Garhwa
20,335,2638,Garu
20,329,2532,Gawan
20,331,2707,Ghaghra
20,327,2607,Ghatshila
20,323,2522,Gidhaur
20,329,2539,Giridih
20,325,2583,Gobindpur
20,341,2754,Gobindpur(Rajnagar)
20,330,2561,Godda
20,343,2733,Goilkera
20,607,2665,Gola
20,327,2606,Golmuri-Cum-Jugsalai
20,322,2591,Gomia
20,326,2669,Gopikandar
20,343,2729,Gudri
20,331,2712,Gumla
20,327,2612,Gurbandha
20,338,2616,Haidernagar
20,338,2618,Hariharganj
20,343,2738,Hat Gamharia
20,332,2653,Hazaribag
20,335,2642,Herhanj
20,337,2575,Hiranpur
20,338,2615,Hussainabad
20,341,2749,Ichagarh
20,332,2647,Ichak
20,323,2520,Itkhori
20,339,2696,Itki
20,343,2743,Jagannathpur
20,334,2529,Jainagar
20,342,2725,Jaldega
20,326,2674,Jama
20,333,2678,Jamtara
20,329,2536,Jamua
20,322,2594,Jaridih
20,326,2667,Jarmundi
20,325,2585,Jharia-Cum-Jorapokhar-Cum-Sindri
20,343,2742,Jhinkpani
20,336,2600,Kairo
20,331,2710,Kamdara
20,328,2498,Kandi
20,323,2519,Kanha Chatti
20,339,2684,Kanke
20,325,6202,Kariasol
20,333,2677,Karma Tanr Vidyasagar*
20,324,2552,Karon
20,606,2700,Karra
20,322,2593,Kasmar
20,332,2655,Katamdag
20,326,2670,Kathikund
20,332,2654,Katkamsandi
20,332,2656,Keredari
20,342,2721,Kersai
20,328,2497,Ketar*
20,328,2495,Kharaundhi
20,341,2747,Kharsawan
20,339,2683,Khelari
20,606,2704,Khunti
20,343,2732,Khuntpani
20,336,2597,Kisko
20,334,2527,Koderma
20,342,2724,Kolebira
20,341,2746,Kuchai
20,341,2750,Kukru
20,343,2744,Kumardungi
20,323,2516,Kunda
20,333,2681,Kundhit
20,342,2720,Kurdeg
20,336,2599,Kuru
20,339,2697,Lapung
20,335,2639,Latehar
20,323,2517,Lawalaung
20,337,2573,Litipara
20,336,2601,Lohardaga
20,324,2550,Madhupur
20,330,2558,Mahagama
20,337,2577,Maheshpur
20,335,2637,Mahuadanr
20,343,2745,Majhgaon
20,328,2499,Majhiaon
20,338,2628,Manatu
20,339,2693,Mandar
20,340,2565,Mandro
20,607,2661,Mandu
20,335,2635,Manika
20,343,2741,Manjhari
20,343,2735,Manoharpur
20,324,2551,Margo Munda
20,334,2531,Markacho
20,326,2675,Masalia
20,323,2521,Mayur Hand
20,338,2633,Medininagar(Daltonganj)
20,330,2555,Meherma
20,328,2508,Meral (Pipra Kalan)
20,338,2617,Mohammad Ganj
20,324,2546,Mohanpur
20,606,2703,Murhu
20,327,2609,Musabani
20,328,2503,Nagaruntari
20,339,2692,Nagri
20,333,2679,Nala
20,339,2690,Namkum
20,333,2676,Narayanpur
20,338,2625,Nawa Bazar
20,322,2588,Nawadih
20,338,2621,Nawadiha Bazar/Nawadiha*
20,338,2632,Nilambar-Pitambarpur(Lesliganj)
20,341,2751,Nimdih
20,325,2587,Nirsa-Cum-Chirkunda
20,343,2736,Noamundi
20,339,2685,Ormanjhi
20,332,2646,Padma
20,338,2627,Padwa
20,342,2719,Pakar Tanr
20,337,2576,Pakaur
20,337,2578,Pakuria
20,331,2717,Palkot
20,324,2554,Palojori
20,338,2622,Pandu
20,338,2630,Panki
20,327,2604,Patamda
20,338,2626,Patan
20,323,2523,Pathalgora
20,330,2559,Pathargama
20,340,2571,Pathna
20,607,2660,Patratu
20,336,2598,Peshrar
20,322,2592,Peterwar
20,338,2619,Pipra
20,329,2544,Pirtanr
20,330,2562,Poreyahat
20,327,2608,Potka
20,323,2515,Pratappur
20,325,2580,Purbi Tundi*
20,339,2687,Rahe
20,331,2716,Raidih
20,340,2569,Rajmahal
20,338,6325,Ramgarh
20,607,2662,Ramgarh
20,326,2668,Ramgarh
20,328,2512,Ramkanda
20,328,2501,Ramna
20,606,2702,Rania
20,326,2672,Ranishwar
20,328,2511,Ranka
20,339,2691,Ratu
20,328,2505,Sagma
20,340,2564,Sahibganj
20,341,2753,Saraikela
20,326,2666,Saraiyahat
20,324,2553,Sarath
20,324,2547,Sarwan
20,338,2631,Satbarwa
20,334,2526,Satgawan
20,336,2602,Senha
20,323,2514,Shaligram Ram Narayanpur(Hunterganj)
20,326,2671,Shikaripara
20,339,2688,Silli
20,323,2524,Simaria
20,342,2718,Simdega
20,331,2708,Sisai
20,339,2689,Sonahatu
20,324,2548,Sona Rai Tharhi
20,343,2728,Sonua
20,330,2563,Sundarpahari
20,329,2542,Suriya
20,340,2568,Taljhari
20,339,2699,Tamar I
20,323,2525,Tandwa
20,343,2740,Tantnagar
20,338,2629,Tarhasi
20,332,2648,Tati Jhariya
20,330,2556,Thakurgangti
20,342,2723,Thethaitangar
20,329,2533,Tisri
20,343,2737,Tonto
20,325,2581,Topchanchi
20,606,2701,Torpa
20,325,2579,Tundi
20,340,2570,Udhwa
20,338,2623,Untari Road
18,285,2006,Agamoni
18,289,2106,Algapur
18,300,2072,Amguri
18,285,7116,Athani
18,618,2127,Azara
18,293,2102,Badarpur
18,616,2139,Baganpara
18,280,2020,Baghbor
18,294,2005,Bagribari
18,739,2024,Bajali (Pt)
18,287,2014,Balijana
18,298,2137,Banekuchi
18,616,5935,Barama
18,298,2135,Barbhag
18,298,2134,Barkhetri
18,280,2018,Barnagar (Pt)
18,280,2022,Barpeta
18,616,2143,Baska
18,612,2113,Bengtol
18,294,2002,Bhawraguri
18,296,2027,Bhuragaon
18,295,2049,Bihpuria
18,612,2115,Bijni
18,285,6018,Bilasipara Pt
18,705,2045,Biswanath
18,281,2111,Boitamari
18,288,2082,Bokakhat
18,291,2124,Boko
18,281,2110,Bongaigaon (Pt)
18,286,2065,Chabua
18,291,2122,Chamaria
18,618,2131,Chandrapur
18,285,6019,Chapar Pt
18,301,2042,Chariduar
18,280,2021,Chenga
18,291,2120,Chhaygaon
18,283,2149,Dalgaon (Pt)
18,281,7110,Dangtal Revenue Circle
18,288,2084,Dergaon
18,295,2053,Dhakuakhana (Pt-I)
18,301,2041,Dhekiajuli (Pt)
18,284,2055,Dhemaji
18,297,2034,Dhing
18,285,6014,Dhubri
18,286,2064,Dibrugarh East
18,286,2063,Dibrugarh West
18,300,2070,Dimow
18,292,2089,Diphu
18,618,2129,Dispur
18,709,2039,Doboka
18,710,2088,Donka
18,302,2060,Doom Dooma
18,294,2003,Dotma
18,287,2016,Dudhnai
18,285,7115,Gauripur
18,298,2138,Ghograpar (Pt)
18,284,2058,Gogamukh
18,705,2047,Gohpur
18,288,2085,Golaghat
18,285,6015,Golakganj Pt
18,756,2141,Goreswar
18,291,2121,Goroimari
18,294,2001,Gossaigaon
18,618,2128,Guwahati
18,299,2093,Haflong
18,289,2107,Hailakandi
18,291,2119,Hajo
18,617,2151,Harisinga
18,705,2046,Helem
18,709,2038,Hojai
18,616,2140,Jalah
18,284,2057,Jonai
18,290,2078,Jorhat East
18,290,2077,Jorhat West
18,295,2051,Kadam
18,617,6427,Kalaigaon
18,280,2019,Kalgachia
18,297,2031,Kaliabor
18,291,2118,Kamalpur
18,297,2037,Kampur
18,293,2101,Karimganj
18,282,2096,Katigora
18,289,2109,Katlichara
18,617,6428,Khoirabari
18,288,2083,Khumtai
18,294,6403,Kokrajhar
18,291,2117,Koya
18,296,2028,Laharighat
18,287,2013,Lakhipur
18,282,2100,Lakhipur
18,289,2108,Lala
18,709,2040,Lanka
18,708,2075,Mahmora
18,706,2076,Majuli
18,283,2148,Mangaldoi (Pt)
18,281,7199,Manikpur
18,707,2012,Mankachar
18,302,2062,Margherita
18,290,2081,Mariani
18,296,2029,Marigaon
18,287,2015,Matia
18,296,2026,Mayong
18,617,2153,Mazbat
18,296,2030,Mikirbheta
18,286,2067,Moran
18,288,2086,Morangi
18,301,7416,Naduar
18,705,2044,Na-Duar
18,297,2035,Nagaon
18,291,2123,Nagarbera
18,286,2069,Naharkatiya
18,298,2136,Nalbari
18,295,2050,Naobaicha
18,295,2048,Narayanpur
18,300,2073,Nazira
18,293,2103,Nilambazar
18,291,2126,North Guwahati
18,295,2052,North Lakhimpur
18,298,2133,Pachim Nalbari
18,291,2125,Palasbari
18,293,2104,Patharkandi
18,283,2146,Pathorighat (Pt)
18,292,2090,Phuloni
18,283,7415,Pub Mangaldai
18,297,2036,Raha
18,293,2105,Ramkrishna Nagar
18,291,5934,Rangia
18,287,2017,Rangjuli
18,297,2033,Rupahi
18,302,2059,Sadiya
18,297,2032,Samaguri
18,708,7054,Sapekhati
18,280,2023,Sarthebari
18,288,2087,Sarupathar
18,739,2025,Sarupeta (Pt)
18,300,2071,Sibsagar
18,612,2114,Sidli
18,282,2097,Silchar
18,292,2091,Silonijan
18,283,2147,Sipajhar
18,284,2056,Sissibargaon
18,282,2099,Sonai
18,618,2130,Sonapur
18,708,2074,Sonari
18,300,7602,Sonari Part
18,707,2011,South Salmara
18,285,7417,South Salmara Pt
18,281,2112,Srijangram
18,295,2054,Subansiri (Pt-I)
18,756,2144,Tamulpur
18,286,2066,Tengakhat
18,290,2079,Teok
18,301,2043,Tezpur
18,301,7049,Thelamara
18,298,2132,Tihu (Pt)
18,286,2068,Tingkhong
18,302,2061,Tinsukia
18,290,2080,Titabor
18,617,2152,Udalguri
18,282,2098,Udarbond
18,706,7114,Ujani Majuli Circle
29,538,5581,Afzalpur
29,532,7078,Ajjampura
29,538,5580,Aland
29,530,7123,Almel
29,536,7081,Alnavar
29,539,5557,Alur
29,525,5545,Anekal
29,550,5484,Ankola
29,536,7080,Annigeri
29,546,7403,Arakera
29,539,5558,Arkalgud
29,539,5555,Arsikere
29,527,5434,Athni
29,529,5456,Aurad
29,530,7069,Babaleshwar
29,524,5446,Badami
29,524,5447,Bagalkot
29,630,5598,Bagepalli
29,527,5440,Bailahongala
29,549,7066,Bainduru
29,528,5500,Ballari
29,542,5593,Bangarapet
29,534,5562,Bantval
29,529,5454,Basavakalyan
29,530,5452,Basavana Bagevadi
29,527,5438,Belagavi
29,534,5563,Beltangadi
29,539,5554,Belur
29,525,5544,Bengaluru East
29,525,5542,Bengaluru North
29,525,5543,Bengaluru South
29,547,5521,Bhadravati
29,529,5455,Bhalki
29,550,5488,Bhatkal
29,529,5457,Bidar
29,524,5444,Bilgi
29,549,7068,Brahmavara
29,540,5493,Byadgi
29,530,7070,Chadchan
29,533,5504,Challakere
29,531,5577,Chamarajanagar
29,535,5514,Channagiri
29,631,5607,Channapatna
29,539,5560,Channarayapatna
29,630,7407,Chelur
29,630,5596,Chikkaballapura
29,532,5530,Chikkamagaluru
29,548,5532,Chiknayakanhalli
29,527,5433,Chikodi
29,538,5583,Chincholi
29,630,5600,Chintamani
29,529,7084,Chitaguppa
29,533,5505,Chitradurga
29,538,5585,Chittapur
29,550,7064,Dandeli
29,535,5512,Davanagere
29,546,5460,Devadurga
29,526,5603,Devanahalli
29,530,7071,Devara Hipparagi
29,536,5473,Dharwad
29,526,5602,Doddaballapura
29,537,5470,Gadag
29,537,7082,Gajendragad
29,543,5466,Gangawati
29,630,5595,Gauribidanur
29,527,5436,Gokak
29,548,5538,Gubbi
29,630,5597,Gudibanda
29,524,7061,Guledgudda
29,531,5576,Gundlupet
29,635,7094,Gurmitakal
29,738,5496,Hadagalli
29,738,5497,Hagaribommanahalli
29,550,5480,Haliyal
29,540,5491,Hangal
29,531,7077,Hanur
29,738,5510,Harapanahalli
29,535,5509,Harihar
29,631,7196,Harohalli
29,539,5556,Hassan
29,540,5492,Haveri
29,549,7065,Hebri
29,545,5573,Heggadadevankote
29,540,5494,Hirekerur
29,533,5508,Hiriyur
29,533,5506,Holalkere
29,539,5559,Hole Narsipur
29,529,5458,Homnabad
29,550,5487,Honavar
29,535,5513,Honnali
29,526,5604,Hosakote
29,547,5518,Hosanagara
29,738,5498,Hosapete
29,533,5507,Hosdurga
29,536,5475,Hubballi
29,536,7079,Hubballi Urban
29,527,5437,Hukkeri
29,529,7086,Hulsoor
29,635,7096,Hunasagi
29,524,5448,Hungund
29,545,5570,Hunsur
29,524,7062,Ilkal
29,530,5450,Indi
29,535,5511,Jagalur
29,524,5443,Jamkhandi
29,538,5586,Jevargi
29,534,7104,Kadaba
29,532,5529,Kadur
29,527,7100,Kagwad
29,538,5582,Kalaburagi
29,538,7087,Kalagi
29,532,7194,Kalasa
29,536,5476,Kalghatgi
29,538,7090,Kamalapur
29,529,7085,Kamalnagar
29,528,7107,Kampli
29,543,7091,Kanakagiri
29,631,5608,Kanakapura
29,549,7067,Kapu
29,543,7092,Karatagi
29,549,5524,Karkal
29,550,5478,Karwar
29,527,5439,Khanapur
29,527,7043,Kittur
29,542,5591,Kolar
29,542,7002,Kolar Gold Field
29,530,7072,Kolhar
29,531,5579,Kollegal
29,532,5526,Koppa
29,543,5467,Koppal
29,548,5536,Koratagere
29,738,7108,Kotturu
29,545,5571,Krishnarajanagara
29,544,5546,Krishnarajpet
29,738,5502,Kudligi
29,543,7093,Kukanoor
29,550,5485,Kumta
29,549,5522,Kundapura
29,536,5477,Kundgol
29,548,5541,Kunigal
29,528,7109,Kurugodu
29,541,7124,Kushalnagar
29,543,5465,Kushtagi
29,537,7083,Laxmeshwar
29,546,5459,Lingasugur
29,544,5551,Maddur
29,548,5535,Madhugiri
29,541,5566,Madikeri
29,631,5605,Magadi
29,544,5552,Malavalli
29,542,5592,Malur
29,630,7404,Manchenahalli
29,544,5550,Mandya
29,534,5561,Mangaluru
29,546,5462,Manvi
29,546,7101,Maski
29,533,5503,Molakalmuru
29,534,7102,Moodubidire
29,527,7099,Mudalgi
29,530,5453,Muddebihal
29,524,5445,Mudhol
29,532,5531,Mudigere
29,542,5594,Mulbagal
29,534,7198,Mulki
29,537,5472,Mundargi
29,550,5482,Mundgod
29,545,5572,Mysuru
29,544,5547,Nagamangala
29,545,5574,Nanjangud
29,532,5527,Narasimharajapura
29,537,5468,Nargund
29,536,5474,Navalgund
29,526,5601,Nelamangala
29,530,7075,Nidagundi
29,527,7105,Nippani
29,535,7076,Nyamathi
29,544,5548,Pandavapura
29,548,5534,Pavagada
29,545,5569,Piriyapatna
29,541,7125,Ponnampet
29,534,5564,Puttur
29,524,7063,Rabakavi Banahatti
29,546,5461,Raichur
29,631,5606,Ramanagara
29,527,5442,Ramdurg
29,540,5495,Ranibennur
29,540,7106,Rattihalli
29,527,5435,Raybag
29,537,5469,Ron
29,547,5515,Sagar
29,539,5553,Sakleshpur
29,545,7230,Saligrama
29,528,5501,Sandur
29,545,7098,Saraguru
29,527,5441,Savadatti
29,540,5490,Savanur
29,538,5584,Sedam
29,538,7088,Shahabad
29,635,5588,Shahpur
29,540,5489,Shiggaon
29,547,5517,Shikarpur
29,537,5471,Shirahatti
29,547,5520,Shivamogga
29,635,5587,Shorapur
29,544,5549,Shrirangapattana
29,550,5486,Siddapur
29,630,5599,Sidlaghatta
29,530,5451,Sindgi
29,546,5463,Sindhnur
29,548,5533,Sira
29,550,5483,Sirsi
29,528,5499,Siruguppa
29,546,7097,Sirwar
29,541,5567,Somvarpet
29,547,5516,Sorab
29,532,5525,Sringeri
29,542,5590,Srinivaspur
29,534,5565,Sulya
29,550,5479,Supa
29,530,7073,Talikoti
29,532,5528,Tarikere
29,524,7398,Terdal
29,530,7074,Tikota
29,548,5539,Tiptur
29,547,5519,Tirthahalli
29,545,5575,Tirumakudal - Narsipur
29,548,5537,Tumakuru
29,548,5540,Turuvekere
29,549,5523,Udupi
29,534,7197,Ullala
29,530,5449,Vijayapura
29,541,5568,Virajpet
29,635,7095,Wadagera
29,635,5589,Yadgir
29,538,7089,Yadrami
29,527,7195,Yaragatti
29,525,7103,Yelahanka
29,531,5578,Yelandur
29,543,5464,Yelbarga
29,550,5481,Yellapur
10,213,1032,Adapur
10,200,1456,Adhaura
10,193,1432,Agiaon
10,210,1519,Akbarpur
10,215,1472,Akorhi Gola
10,205,1169,Alamnagar
10,202,1322,Alauli
10,195,1187,Alinagar
10,190,1346,Amarpur
10,196,1499,Amas
10,201,1157,Amdabad
10,218,1261,Amnour
10,214,1138,Amour
10,222,1243,Andar
10,206,1096,Andhratharhi
10,188,1116,Araria
10,213,1045,Areraj
10,219,1377,Ariari
10,193,1422,Arrah
10,611,1542,Arwal
10,207,1361,Asarganj
10,209,1385,Asthawan
10,212,1415,Athmalgola
10,196,1493,Atri
10,208,1207,Aurai
10,189,1481,Aurangabad
10,201,1148,Azamnagar
10,206,1088,Babubarhi
10,191,1310,Bachhwara
10,211,1019,Bagaha
10,203,1125,Bahadurganj
10,195,1189,Bahadurpur
10,195,1192,Baheri
10,197,1228,Baikunthpur
10,221,1063,Bairgania
10,211,1029,Bairia
10,214,1139,Baisa
10,214,1140,Baisi
10,221,1075,Bajpatti
10,191,1316,Bakhri
10,212,1414,Bakhtiarpur
10,191,1319,Balia
10,201,1146,Balrampur
10,208,1210,Bandra
10,218,1252,Baniapur
10,213,1035,Banjaria
10,190,1350,Banka
10,213,1037,Bankatwa
10,196,1500,Banke Bazar
10,216,1180,Banma Itahri
10,214,1128,Banmankhi
10,196,1510,Barachatti
10,190,1349,Barahat
10,204,1365,Barahiya
10,201,1153,Barari
10,197,1226,Barauli
10,191,1312,Barauni
10,219,1372,Barbigha
10,212,1417,Barh
10,194,1437,Barhampur
10,214,1129,Barhara
10,193,1423,Barhara
10,222,1231,Barharia
10,198,1528,Barhat
10,207,1357,Bariarpur
10,201,1147,Barsoi
10,189,1482,Barun
10,208,1200,Baruraj (Motipur)
10,223,1102,Basantpur
10,222,1234,Basantpur
10,206,1082,Basopatti
10,221,1069,Bathnaha
10,190,1355,Bausi
10,191,1314,Begusarai
10,193,1427,Behea
10,196,1489,Belaganj
10,212,1416,Belchhi
10,202,1326,Beldaur
10,190,1352,Belhar
10,221,1072,Belsand
10,209,1393,Ben
10,206,1091,Benipatti
10,195,1188,Benipur
10,211,1028,Bettiah
10,200,1453,Bhabua
10,200,1455,Bhagwanpur
10,224,1271,Bhagwanpur
10,191,1308,Bhagwanpur
10,222,1235,Bhagwanpur Hat
10,188,1114,Bhargama
10,214,1130,Bhawanipur
10,211,1022,Bhitaha
10,197,1217,Bhorey
10,217,1299,Bibhutpur
10,224,1280,Bidupur
10,209,1386,Bihar
10,205,1166,Bihariganj
10,192,1330,Bihpur
10,212,1403,Bihta
10,197,1216,Bijaipur
10,212,1405,Bikram
10,215,1461,Bikramganj
10,209,1383,Bind
10,195,1193,Biraul
10,191,1313,Birpur
10,206,1092,Bisfi
10,217,1303,Bithan
10,208,1206,Bochaha
10,196,1505,Bodh Gaya
10,221,1079,Bokhara
10,194,1441,Buxar
10,200,1452,Chainpur
10,198,1534,Chakai
10,213,1051,Chakia(Pipra)
10,194,1436,Chakki
10,190,1353,Chanan
10,204,1369,Chanan*
10,200,1451,Chand
10,209,1381,Chandi
10,211,1025,Chanpatia
10,218,1258,Chapra
10,221,1076,Charaut
10,193,1430,Charpokhari
10,194,1438,Chaugain
10,194,1442,Chausa
10,205,1170,Chausa
10,202,1325,Chautham
10,224,1273,Chehra Kalan
10,215,1468,Chenari
10,191,1307,Cheria Bariarpur
10,219,1376,Chewara
10,223,1103,Chhatapur
10,191,1305,Chhorahi
10,213,1040,Chiraia
10,214,1141,Dagarua
10,217,1297,Dalsinghsarai
10,191,1317,Dandari
10,201,1150,Dandkhora
10,212,1412,Daniawan
10,222,1242,Darauli
10,222,1246,Daraundha
10,195,1184,Darbhanga
10,218,1264,Dariapur
10,189,1476,Daudnagar
10,215,1459,Dawath
10,215,1473,Dehri
10,189,1485,Deo
10,224,1281,Desri
10,213,1039,Dhaka
10,214,1132,Dhamdaha
10,212,1409,Dhanarua
10,207,1359,Dharhara
10,208,1211,Dholi (Moraul)
10,190,1348,Dhuraiya
10,212,7449,Didarganj
10,203,1122,Dighalbank
10,218,1266,Dighwara
10,212,1399,Dinapur-Cum-Khagaul
10,215,1458,Dinara
10,196,1504,Dobhi
10,212,1406,Dulhin Bazar
10,196,1502,Dumaria
10,221,1074,Dumra
10,194,1440,Dumraon
10,220,1061,Dumri Katsari
10,200,1450,Durgawati
10,209,1391,Ekangarsarai
10,218,1254,Ekma
10,201,1142,Falka
10,196,1508,Fatehpur
10,212,1411,Fatwah
10,188,1113,Forbesganj
10,208,1209,Gaighat
10,205,1158,Gamharia
10,193,1431,Garhani
10,191,1306,Garhpura
10,218,1265,Garkha
10,211,1015,Gaunaha
10,196,1495,Gaya Town C.D.Block
10,205,1160,Ghailarh
10,195,1194,Ghanshyampur
10,219,1375,Ghat Kusumbha
10,206,1098,Ghoghardiha
10,213,1038,Ghorasahan
10,199,1539,Ghoshi
10,212,1419,Ghoswari
10,198,1531,Gidhaur
10,209,1396,Giriak
10,210,1518,Gobindpur
10,202,1327,Gogri
10,189,1478,Goh
10,197,1224,Gopalganj
10,192,1334,Gopalpur
10,195,1196,Gora Bauram
10,192,1342,Goradih
10,224,1272,Goraul
10,222,1232,Goriakothi
10,196,1497,Guraru
10,196,1498,Gurua
10,222,1241,Guthani
10,205,1165,Gwalpara
10,224,1278,Hajipur
10,204,1371,Halsi
10,195,1190,Hanumannagar
10,206,1081,Harlakhi
10,209,1380,Harnaut
10,213,1043,Harsidhi
10,201,1144,Hasanganj
10,217,1302,Hasanpur
10,222,1245,Hasanpura
10,189,1477,Haspura
10,197,1221,Hathua
10,195,1191,Hayaghat
10,209,1390,Hilsa
10,210,1520,Hisua
10,199,1541,Hulasganj
10,222,1238,Hussainganj
10,196,1501,Imamganj
10,218,1251,Ishupur
